2.003207003250000007e+00 -9.390230845239912194e-02
3.028227693499999873e+00 9.878937098856314936e-02
4.077643198749999698e+00 -1.239453362496825556e-01
5.127301746499999702e+00 8.530289121326078972e-02
6.177301604500000209e+00 -1.783054673675592283e-02
7.202301521000000761e+00 -5.098021669999994870e-02
8.202301521000000761e+00 1.022436656999999860e-01
9.202301520750001629e+00 4.413277945357770293e-01
1.020230152024999981e+01 2.998810691348274271e-01
1.120230152000000068e+01 1.602748347000000351e-01
1.220230152000000068e+01 -5.094676799999975358e-02
1.320230152000000068e+01 6.800838799999997519e-02
1.420230152000000068e+01 3.019171699999967373e-02
1.520230151999999890e+01 -4.464573699999892925e-02
1.620230151999999890e+01 -5.503972000000079134e-02
1.720230151999999890e+01 -1.158645629999996984e-01
1.822721002000000112e+01 7.931722487833522961e-02
1.930193550999999985e+01 6.093430311431295709e-02
2.040159448749999882e+01 -1.038597153800497885e-01
2.147636997250000235e+01 1.624822897964167678e-01
2.252621997749999849e+01 -1.237879911342273020e-03
2.360096115750000223e+01 -1.189063844766460182e-01
2.470061882750000137e+01 4.669788699094259282e-02
2.577537665749999718e+01 1.498439175510943022e-01
2.682520981999999776e+01 -1.568172658681007414e-01
2.789993481249999974e+01 2.365378949333277799e-03
2.899959314000000177e+01 -4.759966075803554603e-02
3.007436813750000226e+01 1.457667028739390302e-01
3.109930155250000183e+01 -8.749993622181062580e-02
3.209930171749999772e+01 -4.514566189166744486e-02
3.309930179999999922e+01 2.036069500000010635e-01
3.412430171750000341e+01 -3.244944921052419495e-01
3.517430155249999757e+01 2.356645257652953684e-01
3.619930147000000176e+01 -5.782951000000124964e-02
3.719930147000000176e+01 -1.038566200000019535e-01
3.819930147000000176e+01 -3.853243699999957528e-01
3.919930147000000176e+01 -2.480183600000032129e-01
4.019930147000000176e+01 -2.394767999999984909e-01
4.119930147000000176e+01 1.002761499999991202e-01
4.219930155250000325e+01 -1.334929077972110412e-01
4.319930171749999914e+01 -2.079434674539082720e-02
4.419930187500000329e+01 1.595877227660582598e-01
4.519939753999999255e+01 -1.330364431311951701e-01
