"Time (s)"	"Acceleration (m/s²)"
6.782982311E0	-4.717102051E-2
6.822982311E0	1.609325409E-1
6.862982644E0	1.357164383E-1
6.912981976E0	-9.940071106E-2
6.952982309E0	-1.836829185E-1
6.992982309E0	-2.523584366E-1
7.042982008E0	4.793796539E-2
7.082982008E0	1.584100723E-1
7.122982341E0	-2.681016922E-3
7.162982341E0	-1.953308582E-1
7.202982674E0	-6.481051445E-2
7.242982674E0	1.644248962E-1
7.292982006E0	-1.945041656E-1
7.342982005E0	-3.987884521E-2
7.392981637E0	2.382846832E-1
7.432981637E0	3.165869713E-1
7.482981636E0	5.313873291E-2
7.522981636E0	-2.382986546E-1
7.562981969E0	1.335787773E-2
7.602982302E0	8.972001076E-2
7.652981968E0	-1.514789581E-1
7.702982001E0	-1.950151443E-1
7.742982301E0	1.504175663E-1
7.792981967E0	8.318595886E-2
7.842981966E0	-3.122900009E-1
7.882981966E0	-5.670785904E-2
7.932981965E0	4.532268524E-1
7.972982298E0	-1.382350922E-3
8.022981964E0	-3.417222977E-1
8.072981664E0	2.935556412E-1
8.112982330E0	1.689286232E-1
8.162981996E0	-1.395395279E-1
8.202982329E0	-2.763853073E-1
8.252981961E0	-1.823463440E-1
8.292982294E0	1.060283184E-1
8.332982294E0	1.995356083E-1
8.372982627E0	-6.944131851E-2
8.422981959E0	-7.794113159E-2
8.462982292E0	1.040716171E-1
8.512981958E0	1.429855347E-1
8.562981658E0	1.241416931E-1
8.602981991E0	-2.333149910E-1
8.642981991E0	-2.592241764E-1
8.682981991E0	-2.495079041E-1
8.722982324E0	2.202444077E-1
8.772981656E0	1.236688614E-1
8.812981656E0	-2.955722809E-1
8.852982322E0	-2.319574356E-2
8.902981954E0	6.863079071E-2
8.942981954E0	1.046926975E-1
8.982982287E0	9.106230736E-2
9.022982287E0	6.486892700E-3
9.062982620E0	-1.728606224E-1
9.102982953E0	5.190181732E-2
9.152982285E0	1.251758575E-1
9.202982318E0	-1.624565125E-2
9.252981650E0	-5.911388397E-2
9.292981650E0	-1.510531902E-1
9.332981650E0	-1.346735954E-1
9.372981983E0	-3.087425232E-2
9.422981982E0	3.134002686E-2
9.462982315E0	2.100334167E-1
9.512981981E0	-1.227754593E-1
9.552981981E0	1.124143600E-3
9.592982314E0	1.750016212E-1
9.632982314E0	3.038907051E-2
9.682981980E0	-1.022964478E-1
9.722982279E0	-1.116907597E-1
9.772981945E0	-1.184217453E-1
9.812982278E0	-1.394057274E-2
9.852982611E0	1.421849728E-1
9.902981943E0	-1.125471115E-1
9.942981943E0	-3.279471397E-2
9.982982276E0	3.141517639E-1
1.003298198E1	1.889019012E-2
1.007298198E1	-1.807920933E-1
1.011298231E1	-6.215858459E-2
1.015298231E1	9.134101868E-2
1.019298231E1	-1.471335888E-1
1.023298264E1	-7.546925545E-2
1.028298197E1	-2.560043335E-3
1.033298164E1	-1.620910645E-1
1.037298197E1	1.080350876E-1
1.042298160E1	1.393325806E-1
1.046298194E1	-1.000702381E-1
1.050298194E1	-1.325800419E-1
1.054298194E1	-1.006317139E-2
1.058298227E1	5.240440369E-3
1.062298260E1	1.051542759E-1
1.067298227E1	1.086095810E-1
1.071298230E1	-2.717442513E-1
1.076298190E1	7.466411591E-2
1.081298187E1	1.537134171E-1
1.085298217E1	-4.947614670E-2
1.090298183E1	-1.984495163E-1
1.094298213E1	-7.331323624E-2
1.098298243E1	3.191280365E-2
1.103298210E1	6.195125580E-2
1.108298183E1	1.208957672E-1
1.112298220E1	-1.254386902E-1
1.117298186E1	-1.007499695E-1
1.121298216E1	2.340791225E-1
1.126298183E1	-2.153432846E-1
1.130298213E1	3.281307220E-2
1.134298243E1	2.475094795E-1
1.138298243E1	-4.394333363E-1
1.143298176E1	-4.319446564E-1
1.147298206E1	6.479930878E-2
1.152298183E1	9.437332153E-2
1.157298146E1	1.422931671E-1
1.161298176E1	2.281289101E-1
1.165298176E1	2.614514828E-1
1.169298176E1	2.237911224E-1
1.173298209E1	3.220014572E-1
1.178298149E1	-1.383701324E-1
1.183298116E1	-3.891586304E-1
1.187298183E1	-1.708211899E-1
1.192298153E1	-2.423233032E-1
1.196298156E1	-2.557601929E-1
1.201298152E1	3.686210632E-1
1.205298152E1	2.806839943E-1
1.209298216E1	-4.123520851E-2
1.213298216E1	7.894420624E-2
1.218298156E1	-2.814922333E-2
1.222298186E1	-2.459247112E-1
1.227298152E1	-9.346790314E-2
1.231298152E1	-1.513237953E-1
1.235298182E1	-1.180272102E-1
1.240298182E1	1.698045731E-1
1.244298212E1	1.013212204E-1
1.248298242E1	-4.884719849E-3
1.253298212E1	1.388479233E-1
1.257298212E1	6.626534462E-2
1.261298242E1	-5.018210411E-2
1.266298212E1	-6.989002228E-2
1.271298212E1	2.083320618E-2
1.276298179E1	1.023843765E-1
1.280298209E1	-3.736863136E-1
1.284298239E1	-2.344572544E-1
1.288298239E1	1.674232483E-1
1.293298179E1	8.711433411E-2
1.297298209E1	-6.905174255E-2
1.302298179E1	9.108104706E-2
1.306298179E1	3.778696060E-2
1.310298209E1	-2.302837372E-2
1.314298209E1	2.341933250E-1
1.318298209E1	-1.911177635E-1
1.322298239E1	-3.456695080E-1
1.327298179E1	1.871391296E-1
1.331298179E1	6.865501404E-3
1.335298179E1	-2.079951763E-1
1.340298149E1	8.202018738E-2
1.344298149E1	5.672383308E-2
1.348298182E1	1.021528244E-1
1.352298182E1	4.504919052E-2
1.356298189E1	2.778172493E-2
1.360298219E1	-1.283221245E-1
1.365298189E1	-4.655685425E-1
1.370298192E1	-1.349390030E-1
1.375298128E1	4.495367050E-1
1.379298129E1	2.034809589E-1
1.383298128E1	-2.652943134E-1
1.387298182E1	-2.363595963E-1
1.392298182E1	2.449274063E-1
1.396298212E1	3.335392475E-1
1.401298178E1	-1.004726410E-1
1.405298178E1	-5.053300858E-1
1.409298208E1	-3.836076260E-1
1.413298208E1	7.038187981E-2
1.418298178E1	1.737638474E-1
1.422298208E1	3.395071030E-1
1.427298178E1	3.392028809E-3
1.431298208E1	-1.497800350E-1
1.435298238E1	1.720547676E-2
1.440298178E1	1.042911530E-1
1.444298178E1	-2.842617035E-2
1.448298208E1	-1.421470642E-1
1.453298148E1	-2.123273849E-1
1.457298148E1	-1.021573544E-1
1.461298201E1	1.354496479E-1
1.465298201E1	2.174544334E-2
1.469298201E1	5.197572708E-2
1.473298231E1	4.927182198E-2
1.478298171E1	-1.367549896E-2
1.482298171E1	-7.809281349E-2
1.486298205E1	-1.888847351E-2
1.491298155E1	5.829296112E-2
1.495298158E1	4.113698006E-2
1.499298158E1	-2.103767395E-1
1.504298128E1	5.319766998E-2
1.508298131E1	8.955955505E-2
1.512298161E1	3.832626343E-2
1.517298128E1	-1.272708893E-1
1.522298128E1	-2.259284973E-1
1.527298124E1	2.277633667E-1
1.531298154E1	7.453417778E-2
1.535298184E1	-1.462459564E-2
1.539298184E1	-1.147313118E-1
1.543298214E1	2.740025520E-2
1.547298244E1	9.342193604E-3
1.552298211E1	5.399684906E-2
1.556298211E1	-1.432271004E-1
1.560298248E1	-2.137403488E-1
1.565298218E1	-9.979324341E-2
1.569298218E1	9.181165695E-2
1.573298251E1	1.429255009E-1
1.578298254E1	-1.071891785E-2
1.582298254E1	-1.873822212E-1
1.587298227E1	1.255641937E-1
1.592298161E1	9.801139832E-2
1.596298187E1	4.476833344E-2
1.601298154E1	-1.212308884E-1
1.605298157E1	-5.352020264E-2
1.609298190E1	1.526463032E-1
1.613298190E1	-7.893991470E-2
1.617298220E1	-9.296607971E-2
1.621298250E1	1.248896122E-1
1.626298190E1	-5.607051849E-2
1.630298190E1	-1.849145889E-1
1.635298190E1	1.285249710E-1
1.640298154E1	4.256744385E-2
1.645298180E1	-3.412054062E-1
1.649298180E1	2.028415203E-1
1.653298180E1	3.468234539E-1
1.657298213E1	6.204986572E-2
1.661298243E1	-2.140936852E-1
1.666298210E1	-1.958272934E-1
1.670298213E1	1.298437119E-1
1.674298213E1	3.041422367E-1
1.679298183E1	-4.667816162E-2
1.683298187E1	-4.103963375E-1
1.688298186E1	-9.343910217E-2
1.692298186E1	4.708862305E-2
1.696298193E1	7.599830627E-3
1.701298160E1	2.988719940E-2
1.706298130E1	9.911346436E-2
1.711298130E1	1.645185471E-1
1.716298126E1	-7.261695862E-2
1.720298156E1	-2.830500603E-1
1.725298120E1	-2.274576187E-1
1.729298150E1	8.594918251E-2
1.733298150E1	1.518478394E-1
1.737298153E1	7.081365585E-2
1.742298119E1	-2.042486191E-1
1.746298156E1	-2.512702942E-1
1.751298126E1	3.676197052E-1
1.755298159E1	2.079918385E-1
1.759298159E1	-2.194242477E-1
1.763298159E1	-2.115879059E-1
1.768298156E1	-5.784549713E-2
1.772298186E1	3.843216896E-1
1.777298119E1	1.070735931E-1
1.781298119E1	-6.919755936E-1
1.786298116E1	-2.064456940E-1
1.791298086E1	5.763969421E-1
1.795298146E1	2.468469143E-1
1.799298146E1	-3.350143433E-1
1.804298116E1	-2.553560257E-1
1.808298146E1	1.503319740E-1
1.812298176E1	2.475609779E-1
1.817298146E1	-9.570541382E-2
1.821298176E1	-1.963553429E-1
1.826298142E1	6.264972687E-2
1.830298172E1	-2.105920315E-1
1.834298202E1	-1.595654488E-1
1.838298202E1	4.460816383E-1
1.842298206E1	1.325840950E-1
1.846298239E1	-3.345372677E-1
1.851298209E1	-1.211910248E-2
1.856298182E1	2.388868332E-1
1.860298212E1	-1.200706959E-1
1.865298182E1	-2.603994370E-1
1.869298186E1	-2.503361702E-1
1.873298212E1	4.183769226E-2
1.878298209E1	2.716489792E-1
1.882298209E1	-1.185774803E-2
1.886298242E1	-1.576347351E-1
1.891298182E1	8.713836670E-2
1.895298212E1	-2.653837204E-2
1.900298179E1	1.040014267E-1
1.904298182E1	-8.226633072E-2
1.908298182E1	-2.963285446E-1
1.912298212E1	-3.011083603E-2
1.917298208E1	1.606391907E-1
1.921298242E1	-4.171276093E-2
1.926298182E1	2.517942429E-1
1.930298182E1	-1.120829582E-2
1.935298178E1	-2.096542358E-1
1.940298148E1	1.038925171E-1
1.944298148E1	-1.747529507E-1
1.948298178E1	-3.143382072E-1
1.953298175E1	1.318141937E-1
1.957298205E1	3.427839279E-2
1.961298208E1	-1.675677299E-2
1.966298178E1	3.209938049E-1
1.970298178E1	-1.255226135E-2
1.975298145E1	-2.040666580E-1
1.979298145E1	6.220841408E-2
1.983298148E1	-2.818989754E-2
1.987298148E1	-1.758484840E-1
1.992298175E1	-1.315845490E-1
1.996298181E1	2.227187157E-2
2.001298151E1	2.548986435E-1
2.006298125E1	7.109069824E-2
2.011298121E1	-3.347721100E-2
2.016298125E1	-4.064483643E-2
2.020298158E1	-4.043936729E-2
2.025298148E1	-2.851543427E-2
2.029298181E1	-1.298775673E-1
2.033298181E1	-2.186367512E-1
2.037298211E1	-2.990674973E-2
2.042298181E1	1.242109299E-1
2.046298208E1	2.188675404E-1
2.051298174E1	-3.890018463E-2
2.055298178E1	-1.109960079E-1
2.059298204E1	1.253151894E-1
2.063298204E1	5.021572113E-2
2.067298204E1	-6.435322762E-2
2.071298238E1	-2.701120377E-1
2.076298178E1	-4.361820221E-2
2.080298178E1	1.196599007E-1
2.084298178E1	7.063555717E-2
2.088298181E1	-1.461052895E-2
2.093298151E1	-4.123687744E-4
2.097298184E1	-8.832216263E-2
2.101298184E1	2.182245255E-2
2.105298184E1	1.527132988E-1
2.109298247E1	-1.510448456E-1
2.113298247E1	-3.394725323E-1
2.118298184E1	8.961067200E-2
2.122298217E1	2.209362984E-1
2.127298184E1	-2.820669174E-1
2.132298150E1	1.282798767E-1
2.136298184E1	4.051613808E-1
2.141298150E1	-2.832893372E-1
2.145298210E1	-2.613337040E-1
2.149298210E1	3.555059433E-2
2.154298147E1	1.644498825E-1
2.158298147E1	1.383888721E-1
2.162298214E1	-3.921985626E-1
2.167298184E1	-3.531866074E-1
2.171298214E1	1.954870224E-1
2.176298154E1	5.124654770E-1
2.180298184E1	-2.196338177E-1
2.184298217E1	-2.840330601E-1
2.188298217E1	-1.536679268E-2
2.193298150E1	1.605255127E-1
2.198298150E1	7.590484619E-3
2.202298153E1	5.164003372E-2
2.206298153E1	7.408499718E-2
2.210298157E1	-3.749053478E-1
2.215298080E1	-1.886079788E-1
2.219298080E1	2.027304173E-1
2.223298110E1	3.099913597E-1
2.228298076E1	-1.064550400E-1
2.233298043E1	-2.753944397E-1
2.237298073E1	-1.057481766E-2
2.242298070E1	2.581581116E-1
2.246298173E1	3.403947353E-1
2.251298143E1	-2.607711792E-1
2.255298143E1	-5.083088875E-1
2.259298180E1	1.360764503E-1
2.263298180E1	3.080284595E-1
2.268298120E1	3.112716675E-2
2.272298150E1	5.534434319E-2
2.277298090E1	3.109340668E-2
2.281298123E1	-4.121196270E-1
2.285298153E1	-5.412721634E-2
2.290298150E1	4.709926605E-1
2.294298183E1	-5.764245987E-2
2.298298213E1	-5.569481850E-1
2.303298183E1	-9.620990753E-2
2.307298183E1	3.566815853E-1
2.311298216E1	3.296098709E-1
2.316298183E1	-1.431846619E-2
2.320298213E1	-3.811795712E-1
2.325298149E1	-2.029445648E-1
2.329298149E1	1.557018757E-1
2.333298149E1	7.558035851E-2
2.337298183E1	-8.253955841E-2
2.342298116E1	-1.359653473E-2
2.346298152E1	-1.203358173E-1
2.351298122E1	-6.505889893E-2
2.355298156E1	3.161716461E-1
2.359298186E1	2.916848660E-1
2.363298186E1	-4.731874466E-1
2.368298152E1	-5.234380722E-1
2.372298182E1	2.421400547E-1
2.377298116E1	4.801836014E-1
2.381298116E1	9.392166138E-2
2.386298115E1	-3.425859451E-1
2.390298115E1	-2.239725590E-1
2.394298149E1	4.370043278E-1
2.398298179E1	4.178438187E-1
2.403298149E1	-4.068954468E-1
2.407298182E1	-6.903648376E-1
2.411298215E1	-1.788992882E-1
2.416298182E1	4.068923950E-1
2.420298182E1	5.899128914E-1
2.425298145E1	1.161174774E-2
2.429298145E1	-3.271222115E-1
2.433298145E1	2.628755569E-2
2.437298175E1	-9.868383408E-3
2.442298142E1	-7.468585968E-2
2.446298172E1	-1.730918884E-3
2.451298142E1	-2.489488602E-1
2.456298115E1	5.660133362E-2
2.460298148E1	3.258001804E-1
2.465298115E1	-2.174573898E-1
2.469298115E1	8.521056175E-2
2.473298148E1	1.261610985E-1
2.478298118E1	-7.564411163E-2
2.482298118E1	-1.470806599E-1
2.486298152E1	-1.667411327E-1
2.491298118E1	-5.261459351E-2
2.495298148E1	6.284832954E-2
2.499298148E1	1.002924442E-1
2.504298148E1	-3.728713989E-2
2.508298148E1	2.272980213E-1
2.512298181E1	6.792473793E-2
2.516298181E1	-1.978182793E-1
2.520298215E1	-3.142783642E-1
2.524298215E1	-1.158692837E-1
2.529298155E1	2.818672180E-1
2.534298154E1	-1.195182800E-1
2.538298188E1	-4.589390755E-2
2.543298154E1	1.291124344E-1
2.547298184E1	1.146395206E-1
2.552298151E1	3.365097046E-2
2.556298184E1	1.461458206E-2
2.560298214E1	-1.615812778E-1
2.565298181E1	-2.011173248E-1
2.570298177E1	-3.568992615E-2
2.574298177E1	1.011991501E-1
2.579298144E1	-1.248069763E-1
2.583298177E1	-1.457464695E-1
2.587298207E1	2.852549553E-1
2.592298207E1	2.165300369E-1
2.596298240E1	-1.266133785E-1
2.601298211E1	-1.888105392E-1
2.606298181E1	-3.613090515E-2
2.610298207E1	1.804988384E-1
2.615298174E1	-8.465385437E-2
2.619298177E1	-2.102560997E-1
2.623298210E1	1.407146454E-3
2.628298207E1	1.716373444E-1
2.632298207E1	1.399068832E-1
2.636298240E1	-4.269289970E-2
2.641298180E1	-2.271905899E-1
2.645298214E1	-7.047796249E-2
2.650298147E1	1.397018433E-2
2.654298150E1	4.392147064E-2
2.658298153E1	-9.443473816E-2
2.662298187E1	-1.540524960E-1
2.666298187E1	9.627580643E-2
2.670298247E1	2.448580265E-1
2.674298247E1	7.614421844E-2
2.679298213E1	-1.818065643E-1
2.684298210E1	-8.552188873E-2
2.689298173E1	1.083589554E-1
2.693298173E1	-3.725121021E-1
2.698298173E1	-1.752170563E-1
2.702298176E1	4.856483936E-1
2.706298210E1	3.432416916E-1
2.710298243E1	-2.319061756E-1
2.715298213E1	-2.364276886E-1
2.720298216E1	1.825904846E-2
2.725298153E1	1.397533417E-1
2.729298153E1	4.399633408E-2
2.734298179E1	-2.637142181E-1
2.739298176E1	-9.755897522E-2
2.743298206E1	1.310853958E-1
2.747298236E1	1.109220982E-1
2.752298202E1	8.941650391E-4
2.756298202E1	-6.815052032E-2
2.760298203E1	-2.734048367E-1
2.765298172E1	1.627956390E-1
2.770298172E1	1.875112534E-1
2.775298112E1	-2.888271332E-1
2.779298112E1	1.104474068E-2
2.783298112E1	1.100583076E-1
2.787298142E1	1.919159889E-1
2.792298112E1	3.531589508E-2
2.796298139E1	-2.051255703E-1
2.801298109E1	-1.935331345E-1
2.805298139E1	1.363227367E-1
2.809298199E1	1.652445793E-1
2.813298199E1	-1.314187050E-1
2.817298199E1	-1.646158695E-1
2.821298232E1	-2.813816071E-2
2.826298172E1	1.711061478E-1
2.831298149E1	5.914020538E-2
2.835298149E1	-2.552964687E-1
2.840298122E1	-8.578815460E-2
2.844298126E1	-2.462148666E-2
2.848298159E1	2.563552856E-1
2.852298159E1	6.671023369E-2
2.856298192E1	3.239440918E-2
2.860298249E1	8.989739418E-2
2.865298219E1	-3.953966141E-1
2.870298219E1	-5.588874817E-2
2.875298179E1	4.154441833E-1
2.879298179E1	-1.637842655E-1
2.884298205E1	-7.391498566E-1
2.888298205E1	2.959680557E-2
2.892298235E1	4.795935154E-1
2.896298268E1	5.543308258E-1
2.901298235E1	-3.509521484E-4
2.906298208E1	-4.796922684E-1
2.910298245E1	-8.385372162E-2
2.915298215E1	3.562589645E-1
2.920298215E1	-5.934581757E-2
2.925298178E1	-2.304784775E-1
2.929298208E1	-1.556146145E-1
2.933298208E1	9.602236748E-2
2.937298238E1	2.808830738E-1
2.942298171E1	6.843147278E-2
2.946298204E1	-3.326976299E-1
2.951298171E1	-2.622131348E-1
2.955298178E1	2.184274197E-1
2.959298208E1	2.992696762E-1
2.963298208E1	-1.716291904E-1
2.968298178E1	-3.120494843E-1
2.972298208E1	1.383922100E-1
2.977298141E1	2.628444672E-1
2.981298141E1	2.153825760E-2
2.986298138E1	-1.883888245E-1
2.991298111E1	-2.381921768E-1
2.995298144E1	-1.014833450E-1
2.999298144E1	-8.645367622E-2
3.003298144E1	-4.497833252E-1
3.007298144E1	-2.483286858E-1
3.011298177E1	-9.155678749E-2
3.016298147E1	-4.687122345E-1
3.021298147E1	-3.062406540E-1
3.026298140E1	-2.409467697E-1
3.030298140E1	-3.157036304E-1
3.034298171E1	-4.776875973E-1
3.038298201E1	-5.095977783E-1
3.043298200E1	-3.801881790E-1
3.047298230E1	-4.529714584E-1
3.052298197E1	-5.237113953E-1
3.057298170E1	-7.098548889E-1
3.061298207E1	-4.062352180E-1
3.066298180E1	-3.982309341E-1
3.070298214E1	-5.880050659E-1
3.075298180E1	-2.807601929E-1
3.079298213E1	-4.171185493E-1
3.083298213E1	-3.656213284E-1
3.087298247E1	-4.007263184E-1
3.092298180E1	-7.797712326E-1
3.096298207E1	-4.302699566E-1
3.101298173E1	-5.401176453E-1
3.105298176E1	-4.627876282E-1
3.110298140E1	-2.599819183E-1
3.114298140E1	-7.138006687E-1
3.118298140E1	-4.287245274E-1
3.122298173E1	-5.408596992E-2
3.127298113E1	-6.634817123E-1
3.131298113E1	-6.395800114E-1
3.136298113E1	-2.763452530E-1
3.140298146E1	-5.735924244E-1
3.145298143E1	-7.765028000E-1
3.149298143E1	-3.911433220E-1
3.154298109E1	-2.813316345E-1
3.158298143E1	-5.019950867E-1
3.162298173E1	-5.593717098E-1
3.167298139E1	-5.030611038E-1
3.171298143E1	-2.158336639E-1
3.175298142E1	-4.109349251E-1
3.179298142E1	-6.751940250E-1
3.183298176E1	-2.349474430E-1
3.187298209E1	-2.036373615E-1
3.192298179E1	-3.055055618E-1
3.196298209E1	-4.503462315E-1
3.201298176E1	-2.318471909E-1
3.206298146E1	-5.808639526E-2
3.210298172E1	-2.200305462E-1
3.215298139E1	-2.179386139E-1
3.220298169E1	7.669982910E-2
3.224298199E1	-1.672077179E-2
3.229298169E1	-1.536958694E-1
3.233298169E1	-1.558659077E-1
3.237298202E1	-8.186864853E-2
3.242298142E1	-1.930440903E-1
3.246298179E1	-2.094295025E-1
3.251298145E1	-1.002574921E-1
3.255298149E1	-2.995049953E-1
3.259298215E1	-3.023533821E-1
3.263298215E1	1.387519836E-1
3.267298215E1	1.883530617E-1
3.271298249E1	-3.182976246E-1
3.276298182E1	-1.240819931E-1
3.280298182E1	2.243747711E-1
3.285298145E1	-4.923686981E-2
3.290298112E1	-2.757942200E-1
3.294298112E1	-1.066269875E-1
3.298298145E1	-3.861284256E-2
3.302298145E1	5.480217934E-2
3.306298178E1	-6.575441360E-2
3.310298211E1	-1.859385967E-1
3.315298215E1	-2.031993866E-2
3.320298211E1	1.308286667E-1
3.325298144E1	-1.180276871E-1
3.329298144E1	-2.227127552E-1
3.334298144E1	3.692302704E-2
3.339298108E1	-2.706909180E-2
3.343298108E1	-2.291975021E-1
3.347298141E1	-4.702949524E-2
3.352298111E1	1.522134781E-1
3.356298111E1	-1.164150238E-1
3.360298171E1	-1.037080288E-1
3.365298137E1	6.186370850E-2
3.369298137E1	-6.072998047E-3
3.373298167E1	-1.094458103E-1
3.378298164E1	-1.309213638E-1
3.382298164E1	1.307463646E-2
3.386298171E1	-3.140449524E-3
3.391298111E1	-1.104391098E-1
3.395298144E1	-8.691406250E-2
3.399298147E1	1.579923630E-1
3.403298147E1	1.179859638E-1
3.407298147E1	-1.583354473E-1
3.411298181E1	6.981444359E-2
3.415298204E1	1.045298576E-2
3.419298204E1	-7.409381866E-2
3.423298237E1	-1.354348660E-1
3.428298170E1	-1.588401794E-2
3.433298140E1	-4.256362915E-2
3.437298170E1	-5.694794655E-2
3.442298137E1	1.151199341E-1
3.446298167E1	-5.507159233E-2
3.451298164E1	-1.203081131E-1
3.455298164E1	9.954118729E-2
3.459298227E1	-1.363348961E-2
3.463298227E1	-1.535313129E-1
3.468298167E1	3.624534607E-2
3.472298197E1	7.535624504E-2
3.477298163E1	-4.041843414E-2
3.482298133E1	-8.265113831E-2
3.486298167E1	6.974077225E-2
3.491298133E1	-2.682819366E-2
