"Time (s)"	"Acceleration (m/s²)"
3.456925425E1	-2.464990616E-1
3.461925408E1	2.911872864E-2
3.465925408E1	-1.185927391E-1
3.469925442E1	-5.121994019E-2
3.474925438E1	1.164785385E-1
3.478925455E1	-2.910859585E-1
3.483925438E1	-1.172142029E-1
3.487925438E1	3.511905670E-2
3.491925471E1	3.336379528E-1
3.495925471E1	3.965759277E-2
3.500925438E1	-2.946407318E-1
3.505925425E1	-1.094873428E-1
3.510925408E1	4.619636536E-2
3.514925408E1	8.839511871E-2
3.518925441E1	2.041311264E-1
3.523925408E1	9.996414185E-3
3.527925424E1	-5.002527237E-1
3.531925424E1	-1.399877071E-1
3.536925408E1	4.101062775E-1
3.540925408E1	1.684455872E-1
3.544925411E1	-3.038270473E-1
3.549925411E1	-5.338562012E-1
3.553925444E1	6.840896606E-2
3.558925427E1	4.719520569E-1
3.562925427E1	2.773830891E-1
3.566925461E1	-3.084988594E-1
3.570925461E1	-4.283518791E-1
3.575925457E1	1.521068573E-1
3.580925424E1	2.693803787E-1
3.585925390E1	-7.010269165E-2
3.589925390E1	-3.345117569E-1
3.593925424E1	-3.102760315E-1
3.598925390E1	2.744445801E-1
3.602925407E1	2.887244225E-1
3.606925407E1	-9.517335892E-2
3.610925407E1	-3.933889866E-1
3.614925407E1	-1.360054016E-1
3.618925440E1	5.963206291E-2
3.623925407E1	2.932180405E-1
3.627925424E1	-3.207135201E-2
3.631925424E1	-3.744945526E-1
3.636925407E1	-3.496322632E-2
3.640925407E1	2.570428848E-1
3.644925440E1	1.308078766E-1
3.649925407E1	-1.076677322E-1
3.653925423E1	-1.741690636E-1
3.658925407E1	-2.855789185E-1
3.662925407E1	-1.234188080E-1
3.666925440E1	-2.490460873E-1
3.670925440E1	-5.300977230E-1
3.675925406E1	1.046854019E-1
3.679925423E1	-5.880057812E-1
3.684925406E1	-6.671541214E-1
3.688925406E1	1.051273346E-1
3.692925410E1	-1.533384323E-1
3.697925376E1	-8.333030701E-1
3.701925410E1	-2.085881233E-1
3.705925426E1	-3.345601559E-1
3.710925410E1	-4.727210999E-1
3.714925410E1	-3.687796593E-1
3.718925443E1	-6.601953506E-1
3.723925439E1	-6.178501129E-1
3.727925456E1	-4.911937714E-1
3.732925406E1	-3.677669525E-1
3.736925406E1	-6.326162815E-1
3.740925406E1	-3.142778873E-1
3.744925439E1	-4.310708046E-1
3.749925406E1	-5.326429367E-1
3.753925422E1	-4.171435833E-1
3.758925406E1	-6.216751099E-1
3.762925406E1	-3.413228989E-1
3.766925439E1	-5.298876762E-1
3.770925439E1	-8.364629745E-1
3.775925406E1	-1.692827225E-1
3.779925422E1	-3.942606449E-1
3.784925406E1	-7.792552948E-1
3.788925406E1	-1.438095570E-1
3.792925439E1	-1.849150658E-1
3.797925405E1	-8.533962250E-1
3.801925405E1	-3.567998409E-1
3.805925422E1	-1.435248852E-1
3.810925405E1	-8.575155258E-1
3.814925439E1	-5.344390869E-1
3.818925472E1	-1.374318600E-1
3.823925438E1	-4.944751740E-1
3.827925455E1	-5.936615467E-1
3.831925455E1	-5.103933811E-1
3.836925438E1	-3.926382065E-1
3.840925438E1	-5.126810074E-1
3.844925472E1	-2.199981213E-1
3.849925438E1	-4.496967316E-1
3.853925455E1	-3.897609711E-1
3.858925438E1	-1.222156525E-1
3.862925438E1	-5.992810726E-1
3.866925471E1	-2.423691750E-1
3.870925471E1	1.179749966E-1
3.875925405E1	-2.670034409E-1
3.879925405E1	-2.857694626E-1
3.884925388E1	3.415622711E-2
3.888925388E1	-1.444368362E-1
3.892925421E1	-1.097295284E-1
3.897925388E1	1.863117218E-2
3.901925388E1	-2.070641518E-1
3.905925404E1	-1.519801617E-1
3.909925404E1	-2.742862701E-2
3.913925404E1	-2.848038673E-1
3.917925438E1	-4.788947105E-2
3.922925404E1	-1.616838455E-1
3.926925404E1	-3.165049553E-1
3.930925421E1	2.880668640E-2
3.935925404E1	1.062068939E-1
3.939925404E1	-3.827698231E-1
3.943925438E1	-2.278149128E-1
3.948925404E1	1.349843979E-1
3.952925421E1	1.545333862E-1
3.956925421E1	-3.142693043E-1
3.960925437E1	-1.780116558E-1
3.964925437E1	2.647280693E-2
3.968925441E1	-7.516765594E-2
3.973925407E1	-4.469299316E-3
3.977925424E1	1.381444931E-2
3.981925424E1	-2.064621449E-1
3.986925407E1	-9.421272278E-2
3.991925377E1	7.293987274E-2
3.995925377E1	-2.379698753E-1
4.000925377E1	-2.117156982E-1
4.004925394E1	3.247380257E-2
4.009925377E1	1.654167175E-2
4.013925377E1	-1.080188751E-1
4.017925410E1	-1.108479500E-2
4.022925407E1	4.435195923E-2
4.026925407E1	7.347464561E-2
4.031925403E1	-1.356519699E-1
4.036925387E1	1.245214462E-1
4.040925387E1	-9.334921837E-2
4.044925420E1	-1.858131886E-1
4.049925386E1	-1.104393005E-1
4.053925403E1	2.096247673E-2
4.057925403E1	-2.082645893E-1
4.061925403E1	-3.225803375E-2
4.065925403E1	8.749556541E-2
4.069925436E1	-1.215136051E-1
4.074925403E1	4.018402100E-3
4.078925420E1	1.223158836E-2
4.083925403E1	-3.853206635E-2
4.087925403E1	-6.556558609E-2
4.091925436E1	-8.175039291E-2
4.095925436E1	1.023156643E-1
4.100925403E1	-7.047176361E-2
4.104925419E1	-5.794835091E-2
4.109925403E1	5.277652740E-2
4.113925403E1	-1.897418499E-1
4.117925406E1	4.199957848E-2
4.122925373E1	-4.097976685E-2
4.126925373E1	-3.439545631E-2
4.130925389E1	7.279896736E-2
4.135925372E1	-8.600883484E-2
4.139925372E1	-1.960372925E-2
4.143925406E1	6.833696365E-2
4.148925402E1	-5.674667358E-2
4.152925419E1	-2.410817146E-2
4.156925419E1	-1.377143860E-1
4.161925402E1	1.182460785E-2
4.165925402E1	-1.711630821E-2
4.169925436E1	-4.234967232E-1
4.174925402E1	1.013673782E-1
4.178925419E1	5.590872765E-1
4.183925402E1	-3.074733734E-1
4.187925402E1	-1.994335651E-1
4.191925435E1	-5.694627762E-3
4.195925435E1	1.701424122E-1
4.200925402E1	9.270420074E-2
4.204925419E1	-1.314406395E-1
4.209925402E1	-9.913368225E-2
4.213925402E1	-1.465082169E-2
4.217925435E1	2.016973495E-2
4.222925402E1	2.601051331E-2
4.226925402E1	-9.257841110E-2
4.230925418E1	-7.454276085E-2
4.235925402E1	-2.551784515E-2
4.239925435E1	-1.219844818E-2
4.243925468E1	-8.196043968E-2
4.248925435E1	-1.835079193E-2
4.252925452E1	-1.392889023E-2
4.256925452E1	3.023529053E-2
4.261925435E1	4.324913025E-3
4.266925425E1	5.406970978E-2
4.271925358E1	-1.258756638E-1
4.275925358E1	-4.378843307E-2
4.279925374E1	-1.253700256E-2
4.284925358E1	-5.680465698E-2
4.288925358E1	6.106591225E-2
4.292925361E1	1.582264900E-2
4.296925404E1	-6.781077385E-2
4.300925438E1	-1.455166340E-1
4.304925558E1	8.971476555E-2
4.309925541E1	-6.504402161E-2
4.313925567E1	4.295706749E-2
4.317925601E1	-3.480410576E-2
4.321925627E1	-1.357438564E-1
4.326925594E1	-1.401729584E-2
4.331925490E1	-2.274513245E-3
4.336925457E1	-3.979454041E-2
4.340925457E1	9.062600136E-2
4.344925514E1	-6.277155876E-2
4.349925480E1	-5.942134857E-2
4.353925540E1	1.279807091E-2
4.358925523E1	-8.837471008E-2
4.362925523E1	-8.491516113E-2
4.366925550E1	5.256128311E-2
4.370925583E1	3.410053253E-2
4.375925500E1	-9.185256958E-2
4.379925523E1	-8.037090302E-3
4.384925463E1	-5.820808411E-2
4.388925496E1	-2.132773399E-2
4.392925530E1	-2.782344818E-3
4.397925470E1	-2.311019897E-2
4.401925503E1	-6.858110428E-2
4.405925520E1	-1.009075642E-1
4.410925496E1	1.317253113E-2
4.415925466E1	-6.375904083E-2
4.420925436E1	9.644451141E-2
4.425925433E1	6.317329407E-3
4.429925433E1	-3.889822960E-2
4.434925383E1	-6.919155121E-2
4.438925383E1	-8.851313591E-2
4.442925386E1	2.393507957E-2
4.447925382E1	4.744644165E-2
4.451925382E1	-7.779955864E-2
4.456925349E1	-1.814613342E-2
4.461925379E1	-1.320367813E-1
4.465925379E1	-3.047800064E-2
4.469925412E1	6.234836578E-2
4.474925485E1	-4.709243774E-3
4.478925492E1	-1.497952938E-1
4.483925495E1	1.022548676E-2
4.488925515E1	-4.298038483E-2
4.492925519E1	-1.270613670E-1
4.497925432E1	-9.119033813E-3
4.501925438E1	1.625669003E-1
4.506925408E1	-6.291103363E-2
4.510925432E1	3.452801704E-2
4.514925465E1	3.079032898E-2
4.518925478E1	-1.855630875E-1
4.523925445E1	5.158042908E-3
4.527925548E1	6.510519981E-2
4.532925481E1	-1.355381012E-1
4.537925421E1	6.536483765E-4
4.541925425E1	-6.034684181E-2
4.545925425E1	2.023890018E-1
4.550925418E1	2.750205994E-3
4.555925401E1	-1.317060471E-1
4.559925428E1	-7.878541946E-3
4.564925391E1	-1.920209885E-1
4.568925458E1	8.257460594E-2
4.573925377E1	-3.682079315E-2
4.577925394E1	-3.346085548E-2
4.582925351E1	1.244121552E-1
4.586925384E1	-5.938363075E-2
4.590925384E1	2.375221252E-2
4.594925487E1	3.815245628E-2
4.599925450E1	-1.595521927E-1
4.603925510E1	3.224420547E-2
4.608925494E1	-1.092014313E-2
4.612925524E1	4.913425446E-2
4.616970446E1	1.793980598E-2
4.620970446E1	-7.142326832E-1
4.625970379E1	4.998703003E-1
4.629970399E1	3.940346241E-1
4.634970383E1	-2.878437042E-2
