2.004421069991622062e-01 -4.227048216251243912e-02
4.008806994993392436e-01 1.719659036175431865e-01
6.013426217491542047e-01 -1.725123907265671275e-01
8.018361664990152349e-01 1.724965073300284424e-01
1.002318046249001782e+00 0.000000000000000000e+00
1.202772260999154241e+00 -9.786269353828898690e-03
1.403222817499681696e+00 -5.342686819603138099e-03
1.603668231499796093e+00 1.512989835834177565e-02
1.804081098499409563e+00 4.592373613703221724e-01
2.004470414748993790e+00 1.398997835705204862e+00
2.204876329999024165e+00 1.333127462488638004e+00
2.405300705749596091e+00 1.085275259668222470e+00
2.605729702999724395e+00 1.455547215814916084e+00
2.806164818999604904e+00 1.031028473899546993e+00
3.006601588749617804e+00 1.260388327260189456e+00
3.207031914249455440e+00 1.836272273054196269e+00
3.407456732499213103e+00 -6.929861585845687344e+00
3.607858936999036814e+00 -2.905407001894654062e+00
3.808233788999132230e+00 6.521336943828402732e-02
4.008621516749371949e+00 -7.165856980694017275e-02
4.209034631249778613e+00 -8.811847300626904356e-02
4.409454931999789551e+00 6.942437470582520087e-02
4.609863789249175170e+00 0.000000000000000000e+00
4.810262153499024862e+00 -6.163316425674899429e-02
5.010674668999399728e+00 8.320715882037883759e-02
5.211093836999680207e+00 -2.981713031782433007e-02
