"Time (s)"	"Acceleration (m/s²)"
1.510104683E1	-1.824274063E-1
1.514104716E1	-1.092617512E-1
1.519104682E1	1.779651642E-2
1.523104699E1	1.150703430E-2
1.528104682E1	-2.179704666E-1
1.533104649E1	4.313011169E-2
1.537104682E1	7.152485847E-2
1.542104649E1	1.797266006E-1
1.546104649E1	2.120354176E-1
1.550104665E1	-3.101038933E-1
1.555104649E1	-4.026424408E-1
1.559104649E1	1.725158691E-1
1.563104682E1	2.509958744E-1
1.568104649E1	-3.001358032E-1
1.572104665E1	-8.765125275E-2
1.576104665E1	-2.790379524E-2
1.581104648E1	2.409133911E-2
1.585104649E1	1.258344650E-1
1.589104682E1	2.215225697E-1
1.594104682E1	-2.461736679E-1
1.598104698E1	-1.410167217E-1
1.603104682E1	2.738107681E-1
1.607104682E1	3.703474998E-2
1.611104715E1	-1.881227493E-1
1.615104715E1	9.420871735E-3
1.620104682E1	-6.676845551E-2
1.625104665E1	-4.636421204E-2
1.630104648E1	4.535846710E-2
1.634104648E1	-4.687166214E-2
1.638104681E1	-6.643080711E-2
1.643104648E1	7.569961548E-2
1.647104664E1	-2.172622681E-1
1.651104664E1	-3.096747398E-2
1.656104648E1	1.662784576E-1
1.660104648E1	-8.467793465E-2
1.664104681E1	-1.293468475E-1
1.669104648E1	3.900241852E-2
1.673104648E1	-8.149194717E-2
1.678104631E1	2.609157562E-2
1.682104631E1	-2.325129509E-2
1.686104634E1	-3.195691109E-2
1.690104634E1	-1.152491570E-2
1.695104601E1	-1.286159515E-1
1.700087967E1	1.704164505E-1
1.705071300E1	-1.157760620E-2
1.710054640E1	-2.575494766E-1
1.715037973E1	1.272382736E-1
1.720021303E1	-1.907379150E-1
1.725004642E1	1.083793640E-1
1.730004609E1	8.494815826E-2
1.734004642E1	-3.114421368E-1
1.739004636E1	-1.300945282E-2
1.743004636E1	5.105495453E-2
1.747004669E1	-8.470535278E-2
1.751004669E1	1.292901039E-1
1.756004662E1	2.752304077E-4
1.760004669E1	-1.709632874E-1
1.765004635E1	-4.251480103E-4
1.769004635E1	2.194652557E-1
1.773004669E1	-1.365718842E-1
1.778004665E1	-1.987920761E-1
1.782004665E1	1.380987167E-1
1.786004699E1	-1.343097687E-1
1.790004725E1	-6.981039047E-2
1.794004759E1	1.336672306E-1
1.798004792E1	-9.259223938E-2
1.803004758E1	-1.760526657E-1
1.808004762E1	3.130388260E-1
1.812004792E1	-1.190776825E-1
1.817004758E1	-1.512208939E-1
1.822004758E1	3.879684448E-1
1.826004758E1	-3.129556179E-1
1.831004758E1	-5.685638428E-1
1.835004765E1	2.797577381E-1
1.840004731E1	-1.435825348E-1
1.845004701E1	-1.431430817E-1
1.849004735E1	4.028999805E-1
1.854004668E1	-3.262901306E-3
1.858004701E1	1.205654144E-1
1.863004691E1	3.008638382E-1
1.867004701E1	-1.386773586E-1
1.871004701E1	-2.537784576E-1
1.875004734E1	-1.029455662E-1
1.880004701E1	-2.244512558E-1
1.884004768E1	-2.448880672E-1
1.889004734E1	3.631053925E-1
1.893004737E1	1.182556152E-4
1.897004794E1	-1.533401012E-1
1.901004794E1	1.770513058E-1
1.905004794E1	9.571433067E-2
1.909004827E1	-2.875533104E-1
1.914004760E1	3.214435577E-2
1.918004761E1	-3.809332848E-2
1.923004760E1	-1.696681976E-1
1.928004724E1	4.538631439E-2
1.933004724E1	5.107975006E-2
1.937004724E1	-1.199407578E-1
1.941004724E1	1.072623730E-1
1.945004724E1	1.201100349E-1
1.949004757E1	-2.509832382E-2
1.954004723E1	-4.225635529E-2
1.958004727E1	8.686041832E-2
1.962004757E1	-2.701830864E-2
1.967004723E1	-2.369848251E-1
1.971004723E1	-1.375515461E-1
1.975004757E1	2.274551392E-1
1.980004756E1	-1.140552521E-1
1.984004790E1	-1.385619640E-1
1.989004756E1	1.181085587E-1
1.994004726E1	2.224788666E-2
1.998004760E1	1.268553734E-2
2.003004726E1	1.731992722E-1
2.007004760E1	-2.688601017E-1
2.011004790E1	-2.303793430E-1
2.016004789E1	3.106618881E-1
2.020004823E1	5.528879166E-2
2.024004856E1	-2.962834835E-1
2.029004789E1	6.231174469E-2
2.033004823E1	1.230778694E-1
2.037004822E1	4.571318626E-2
2.042004792E1	3.465099335E-2
2.046004792E1	1.434192657E-1
2.051004792E1	-4.255075455E-1
2.056004759E1	-4.667930603E-1
2.060004766E1	4.730327129E-1
2.065004699E1	2.655389786E-1
2.069004699E1	-3.270940781E-1
2.074004699E1	-9.741687775E-2
2.079004695E1	-1.113080978E-1
2.083004762E1	5.269143581E-1
2.087004762E1	4.518632889E-1
2.091004788E1	-4.693405628E-1
2.095004822E1	-6.469988823E-1
2.099004855E1	-3.801250458E-2
2.104004822E1	3.674427032E-1
2.108004825E1	9.304738045E-2
2.113004755E1	1.521156311E-1
2.117004755E1	-3.377180099E-1
2.121004755E1	-3.055229187E-1
2.125004788E1	4.324133396E-1
2.130004758E1	1.542253494E-1
2.134004791E1	-2.979569435E-1
2.139004758E1	-6.805706024E-2
2.144004728E1	-1.179052353E-1
2.148004761E1	1.109220982E-1
2.153004728E1	2.816225052E-1
2.157004728E1	-2.408244610E-1
2.161004788E1	-1.674740314E-1
2.166004787E1	2.116184235E-1
2.170004787E1	-1.138830185E-2
2.174004794E1	-1.352391243E-1
2.179004727E1	1.270256042E-2
2.183004760E1	6.113553047E-2
2.188004694E1	1.168251038E-1
2.192004697E1	-7.360339165E-2
2.196004697E1	1.801943779E-2
2.200004730E1	3.992080688E-2
2.204004757E1	-3.532648087E-2
2.208004790E1	-2.138900757E-2
2.212004790E1	-5.816268921E-2
2.217004757E1	5.145339966E-2
2.222004757E1	-2.111974716E-1
2.227004720E1	7.168769836E-2
2.231004720E1	-2.702069283E-2
2.235004753E1	-3.921031952E-2
2.239004753E1	2.784218788E-1
2.243004753E1	-4.999542236E-2
2.247004786E1	-2.340385914E-1
2.251004786E1	-1.429166794E-1
2.256004723E1	-3.647956848E-2
2.260004756E1	5.492115021E-2
2.265004720E1	1.458843231E-1
2.269004720E1	-9.719586372E-2
2.273004753E1	-1.599159241E-1
2.278004753E1	5.626487732E-2
2.282004786E1	2.350401878E-1
2.286004793E1	8.398842812E-2
2.291004759E1	-1.411060333E-1
2.296004729E1	-3.395462036E-3
2.300004763E1	-2.592277527E-2
2.305004729E1	-6.302070618E-2
2.309004762E1	1.697680950E-1
2.314004752E1	-1.179822922E-1
2.318004786E1	-1.382632256E-1
2.322004819E1	1.540596485E-1
2.326004819E1	1.647372246E-1
2.331004752E1	-2.353715897E-1
2.335004786E1	-2.230811119E-2
2.340004755E1	1.377132416E-1
2.344004755E1	1.709659100E-1
2.348004789E1	-9.552001953E-2
2.352004789E1	1.558828354E-2
2.356004822E1	-2.379815578E-1
2.360004855E1	1.021795273E-1
2.365004789E1	3.610958099E-1
2.369004789E1	-4.611372948E-1
2.374004788E1	-2.514019012E-1
2.379004722E1	9.002437592E-2
2.383004755E1	6.412529945E-2
2.388004688E1	-1.663608551E-2
2.392004688E1	1.931643486E-1
2.396004721E1	5.902338028E-2
2.400004755E1	3.672719002E-2
2.405004721E1	6.376590729E-2
2.409004755E1	-1.187553406E-1
2.414004718E1	-2.595306396E-1
2.418004751E1	1.657624245E-1
2.422004784E1	-1.874232292E-2
2.426004784E1	-4.142856598E-2
2.431004784E1	-4.624023438E-2
2.435004818E1	5.625724792E-3
2.440004784E1	2.217731476E-1
2.445004754E1	7.025775909E-2
2.449004788E1	-3.113124371E-1
2.454004754E1	-4.590549469E-2
2.458004787E1	1.403441429E-1
2.463004751E1	2.503503799E-1
2.467004784E1	-2.603397369E-1
2.471004784E1	-5.638244152E-1
2.475004817E1	-9.240365028E-2
2.480004750E1	4.705326080E-1
2.484004784E1	1.687743664E-1
2.489004700E1	-2.293010712E-1
2.493004704E1	-1.879434586E-1
2.497004737E1	2.898480892E-1
2.501004737E1	2.641565800E-1
2.505004737E1	-2.775318623E-1
2.509004770E1	-1.619853973E-1
2.514004703E1	3.479576111E-3
2.518004753E1	-2.626254559E-1
2.523004753E1	4.234828949E-2
2.528004687E1	4.661956787E-1
2.532004687E1	-2.438278198E-1
2.536004720E1	-2.151846886E-1
2.540004720E1	1.134204865E-2
2.544004753E1	2.554156780E-1
2.548004786E1	3.041172028E-2
2.553004753E1	-3.654729843E-1
2.557004753E1	-2.676594257E-1
2.561004786E1	1.415510178E-1
2.566004720E1	3.392730713E-1
2.570004720E1	-3.532767296E-2
2.575004719E1	-4.709777832E-2
2.580004719E1	1.766103745E-1
2.584004753E1	-3.549671173E-2
2.589004719E1	-6.663799286E-2
2.593004719E1	-2.149155140E-1
2.597004753E1	-1.271438599E-1
2.602004686E1	-7.003955841E-2
2.606004719E1	1.517944336E-1
2.610004749E1	8.375048637E-2
2.615004716E1	6.564788818E-2
2.619004749E1	2.353625298E-1
2.623004782E1	-1.959650517E-1
2.628004749E1	-1.825595856E-1
2.632004749E1	-5.860328674E-3
2.637004749E1	-7.663002014E-2
2.642004685E1	-9.470882416E-2
2.646004685E1	2.016999722E-1
2.650004719E1	-1.578352451E-1
2.654004719E1	1.268360615E-1
2.658004752E1	1.672625542E-1
2.662004752E1	-1.357047558E-1
2.667004718E1	6.845874786E-2
2.671004718E1	4.431009293E-2
2.675004752E1	-1.105935574E-1
2.680004715E1	-2.797708511E-1
2.684004748E1	-9.656405449E-2
2.688004748E1	3.123874664E-1
2.692004748E1	1.515133381E-1
2.696004782E1	-1.494421959E-1
2.700004815E1	4.788756371E-2
2.705004781E1	-2.567710876E-2
2.709004785E1	-4.055666924E-2
2.714004718E1	1.535276413E-1
2.718004718E1	-1.448366642E-1
2.722004751E1	-2.235713005E-1
2.726004751E1	-1.011617184E-1
2.731004751E1	1.319383621E-1
2.735004784E1	7.142519951E-2
2.740004751E1	-8.300991058E-2
2.744004751E1	-1.052896976E-1
2.748004784E1	1.860685349E-1
2.753004751E1	-3.214302063E-2
2.757004751E1	-7.250857353E-2
2.761004781E1	2.399730682E-2
2.766004781E1	-1.327083588E-1
2.770004781E1	3.875064850E-2
2.774004814E1	1.175127029E-1
2.779004747E1	-5.556354523E-2
2.783004781E1	9.534931183E-2
2.788004714E1	-1.678071976E-1
2.792004717E1	4.023742676E-2
2.796004717E1	7.160663605E-3
2.800004750E1	-1.717140675E-1
2.804004750E1	-8.165121078E-2
2.808004784E1	2.633035183E-1
2.812004784E1	1.980495453E-2
2.817004750E1	-2.490530014E-1
2.822004750E1	4.180381775E-1
2.827004713E1	1.243295670E-1
2.831004713E1	-6.558828354E-1
2.835004747E1	-9.142613411E-2
2.840004713E1	2.773584366E-1
2.844004747E1	2.007565498E-1
2.848004780E1	-1.385695934E-1
2.853004746E1	-4.513078690E-1
2.858004750E1	5.346069336E-2
2.863004713E1	4.721490860E-1
2.867004713E1	-2.458500862E-2
2.871004746E1	-2.852439880E-1
2.875004780E1	-4.369306564E-2
2.880004779E1	-1.659103394E-1
2.884004813E1	3.643591404E-1
2.889004779E1	1.163284302E-1
2.894004749E1	-2.094839096E-1
2.899004749E1	-1.254562378E-1
2.904004716E1	-1.498701096E-1
2.908004749E1	2.733707428E-1
2.913004712E1	2.419702530E-1
2.917004746E1	-4.589073658E-1
2.921004746E1	-1.359870434E-1
2.925004779E1	1.382026672E-1
2.930004746E1	2.242160797E-1
2.935004745E1	4.246730804E-2
2.940004715E1	-1.416692734E-1
2.944004715E1	-3.498697281E-1
2.948004749E1	-7.626938820E-2
2.952004749E1	3.813953400E-1
2.956004782E1	4.849863052E-2
2.960004815E1	-8.142137527E-2
2.965004782E1	8.131351471E-2
2.969004782E1	-3.881103992E-1
2.974004782E1	-5.246105194E-2
2.979004745E1	5.715364456E-1
2.984004745E1	-2.368221283E-1
2.989004711E1	-3.517240524E-1
2.993004711E1	4.574489594E-2
2.997004778E1	1.388218403E-1
3.001004778E1	8.560943604E-2
3.006004715E1	1.994153976E-1
3.010004748E1	-3.243441582E-1
3.015004745E1	-3.363933563E-1
3.020004711E1	3.894710541E-1
3.024004744E1	-5.067539215E-2
3.029004711E1	-9.626426697E-2
3.033004748E1	-1.395652294E-1
3.037004748E1	-2.086644173E-1
3.042004684E1	8.732948303E-2
3.046004684E1	4.779038429E-1
3.050004751E1	-2.070302963E-1
3.055004717E1	-6.514785767E-1
3.059004751E1	-8.579468727E-2
3.064004744E1	5.416137695E-1
3.068998110E1	1.923488617E-1
3.073981444E1	-3.216089249E-1
3.078964710E1	-3.464300156E-1
3.083948070E1	4.521656036E-1
3.088931369E1	1.184412003E-1
3.093914739E1	-3.057819366E-1
3.098904739E1	-2.749124527E-1
3.102904772E1	2.279598713E-1
3.106904806E1	4.199182987E-1
3.111904746E1	-2.385616302E-2
3.115904746E1	-4.649429321E-1
3.119904779E1	8.216786385E-2
3.124904745E1	1.241056442E-1
3.129904742E1	-1.262168884E-2
3.134904705E1	2.758388519E-2
3.138904738E1	-3.797252178E-1
3.142904772E1	-8.011484146E-2
3.146904775E1	5.569074154E-1
3.151904708E1	-2.976083755E-1
3.155904768E1	-2.302842140E-1
3.160904738E1	3.156969070E-1
3.165904708E1	-1.569404602E-1
3.170904675E1	5.181484222E-2
3.174904701E1	-4.022908211E-2
3.178904701E1	-1.547663212E-1
3.182904735E1	6.894779205E-2
3.187904675E1	4.493865967E-2
3.191904675E1	2.534842491E-2
3.195904708E1	-1.379699707E-1
3.200904675E1	5.950183868E-2
3.204904708E1	4.477977753E-2
3.208904708E1	-3.407418728E-1
3.212904708E1	1.113648415E-1
3.216904714E1	4.059910774E-1
3.220904748E1	-3.152921200E-1
3.225904714E1	-3.131719589E-1
3.229904744E1	3.856887817E-1
3.234904681E1	-4.031543732E-2
3.238904681E1	-9.293484688E-2
3.242904681E1	3.471717834E-1
3.246904741E1	-1.281893253E-1
3.251904741E1	-2.554698944E-1
3.255904771E1	-1.789212227E-2
3.260904741E1	1.499723434E-1
3.264904741E1	-1.478075981E-2
3.268904774E1	-4.281859398E-1
3.273904707E1	-3.081111908E-2
3.278904704E1	3.736915588E-1
3.282904730E1	-9.114122391E-2
3.287904701E1	1.616134644E-2
3.291904700E1	-2.932424545E-1
3.295904734E1	3.037500381E-2
3.300904700E1	1.730131149E-1
3.304904730E1	-2.534430027E-1
3.309904670E1	-1.743167877E-1
3.313904674E1	9.538245201E-2
3.317904707E1	1.456732750E-1
3.321904737E1	2.394573689E-1
3.326904704E1	-1.886539459E-1
3.330904737E1	-2.042624950E-1
3.335904707E1	1.733999252E-1
3.339904707E1	2.884984016E-2
3.344904707E1	-1.308193207E-1
3.349904677E1	-4.647750854E-2
3.353904710E1	-3.370833397E-2
3.357904740E1	2.130200863E-1
3.362904707E1	-4.231586456E-2
3.366904740E1	-3.313987255E-1
3.370904773E1	2.625370026E-2
3.375904740E1	2.701616287E-1
3.380904737E1	-3.757646561E-1
3.385904703E1	-2.041879654E-1
3.389904736E1	3.019795418E-1
3.393904770E1	4.511964321E-1
3.397904770E1	-1.610231400E-2
3.402904750E1	-3.999044418E-1
3.406904780E1	-1.110706329E-1
3.411904750E1	3.203521729E-1
3.416904720E1	5.075302124E-2
3.421904720E1	-4.788188934E-1
3.426904683E1	6.673355103E-2
3.430904713E1	2.065093517E-1
3.435904699E1	6.437587738E-2
3.439904733E1	-1.648616791E-2
3.443904736E1	-2.430968285E-1
3.447904736E1	-2.774386406E-1
3.452904703E1	2.167308807E-1
3.456904732E1	2.384958267E-1
3.461904673E1	-3.653276443E-1
3.465904672E1	1.053850651E-1
3.469904702E1	2.484526634E-1
3.474904699E1	-2.788333893E-2
3.478904699E1	3.342700005E-2
3.482904702E1	1.028273106E-1
3.487904642E1	-2.517856598E-1
